Customer Review,Emotion
"kecepatan pengiriman baik,packing rapi,pesanan sesuai,tx seller",Happy
gak bisa untuk semua merek keyboard,Fear
"Saya pesan yang warna gold tengah ternyata warna putih, produk tidak sesuai, saya kecewa",Sadness
"pelayanan buruk, barang yang dikirim tidak bagus, jangan beli disini",Fear
"Saya pesan sirup imboost kids namun pengiriman tablet hisap sangat lama, pelayanan sangat negatif",Anger
"Maaf sebelumnya, bknnya sy mau menjelekan produk. tp sy kecewa salah satu gepuk toples warna merah stlah 2hr ko sudah berjamur, pdhl 2 toples yg lainnya masih wenak bgtzz gepuknya",Sadness
"produk sesuai foto, console yg dipakaikan hardcase pas masuk ke dalam pouch. packing aman, pengiriman cepat. terima kasih!",Happy
"KALI INI BELANJA DISINI SANGAT MENGECEWAKAN!!! FREE ONGKIR, BIASANYA DIKIRIM DNG SI CEPAT REGULER. Tapi KALI INI DIKIRIMNYA DENGAN SI CEPAT HALU !!!KARDUS PENYOK,TERBUKA, BERANTAKAN !!!! SANGAT BURUK DAN JENIS DELIVERY TIDAK SESUAI DENGAN YG ADA DIAPLIKASI !!!",Sadness
Salah size...minta xl dikirimnya S ??,Fear
"Terlihat jelas di foto 1 botol pecah, jika barang pecah tetap harus dikirim ke toko.Jika tidak dikirim maka barang tidak dapat diganti atau uang dikembalikan.",Anger
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy
sangat bagus untuk sit up,Love
Kualitas produk mengecewakan. Mulut buaya baru dibuka 2x sudah stuck dan tidak bisa dipakai lagi. Klaim bisa mengembalikan barang juga ternyata prosedurnya tidak mudah. Akhirnya cuma jadi sampah di rumah.,Sadness
"cepet rusak, kadang konek kadang engga",Anger
Jahitan rapi. Potongannya rapi. Warnanya cantik ??.,Happy
Kualitas Product Bagus. Material bagus. Recomended. Harga terjangkau!.,Happy
"pengiriman sangat teramat lama sampai, sangat mengecewakan",Sadness
Barang sudah sampai tapi tidak sesuai sample,Fear
"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan ga compatible juga sama splitter jack.",Fear
"penjual sangat tidak responsif, pengiriman sangat lama, pengen di cancel awalnya namun karena sudah sangat menginginkannya jadi ya sudahlah.",Fear
"tidak ada komentar, saya sudah membeli cat ini berkali-kali, ini benar-benar kualitas terbaik",Love
"Terima kasih, Spatoeid. Packaging rapi, aman dan pesanan komplit??",Happy
"Saya sudah langganan beli Transpulmin Baby di toko ini (Menarini Health & Beauty) dan juga produk lainnya. Respon toko cepat dan Transpulmin Baby ini sangat cocok dgn kulit bayi. Cepat meredakan flu & batuk pada bayi. Menngunakan bahan alami, melembabkan kulit bayi, aman buat kulit bayi, tanpa bahan pengawet, dan tidak memicu alergi. Pokoknya mantul deh.. ??????",Love
Proses dan pengiriman yang lama tidak disarankan bagi yang ingin mendapatkan vitamin dengan cepat di masa pandemi seperti sekarang,Fear
Cuco mengeong pada dasarnya,Love
"Sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. Semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual",Fear
"layanan sangat memuaskan, seller rekomended",Love
"Mantab, murah dan berkualitas",Happy
kualitas barang bagus harga murah,Happy
aku dikirimin kopi langsung masukin kulkas. besok di cobain basi ??,Sadness
Ok nih seal tutup nya juga kuat pas di pencet2 utk keluarin angin dari kantong gak kebuka. Harga murah pula.,Happy
terowongan beli dapetnya v2 di desc gada penjelasan mengenai cara bagusan v1 apalagi rgbnya rgb v2 bener bener hanya red green blue restan warnanya gaguna switch puller gadapet rgb redup pula ngga sedia pemberitahuan menghantam versi keyboardnya bener2 kecele kapok belanja da ambil ae vrtx v7 tuh bagus drpd ini kecewa sedia korok jual juga pokoknya,Anger
Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??.,Happy
"Overall semua oke, seller respon dan pengiriman. Tapi utk talinya kurang kuat, baru beberapa x pake sudah putus. Next agar dibagusin lg ya. Thx",Happy
"barang cepat sampai sesuai deskripsi produk, berfungsi dengan baik, kemasan rapi dan dibungkus tebal, sangat recomended",Love
Saya sudah beli banyak untuk dikirim ke luar negeri tapi ternyata warnanya tidak bisa diubah padahal belum 30 hari sesuai standar.Anda masih bisa mendapatkan pengembalian dana.Warna pinknya terlalu kontras dan tidak sesuai gambar.,Sadness
Fast resp seller pengiriman cepat packaging rapihhh aman barang lengkap sesuaii thankss a lott????,Love
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg 100 tdk buny,Sadness
jangan tergiur dengan promo. saya beli 2. cpt habis dan ngecas powerbank nya lama,Fear
"Barang original, pemasangan mudah, garansi resmi tahan lama",Love
membeli kemasan baru dikirim kemasan lama kontak bintang 1,Anger
Kencang dan nyaman. Aman untuk aktivitas. Dijamin Termurah.,Happy
Produk original ??.,Happy
"aftersalesnya parah. penjual ga baca chat dan ga bales lg, janji tinggal janji",Fear
Bocor. Tutup tidak tertutup dengan rapat,Anger
"pengiriman cepet banget, packing aman banget.. pokoknya mantab",Happy
"harga mahal dan tidak sesuai ekspektasi, cat kurang rapi dan bahan seperti plastik murahan",Anger
berbeda dari apa yang dipesan dan apa yang tiba,Fear
Barangnya bagus dan terlihat mewah. Designya juga keren. Pengiriman cepat dan di bungkus dengan rapi,Happy
Bahannya nyaman ??. Nyaman di punggung. Gampang dipakai.,Happy
"Barang tidak sampai karena saya segera membuang barang dan dana refund belum sampai.Admin bantu, tapi pas komplain udah selesai dan dana belum masuk, chatnya gak dibales lagi.",Fear
bos yang hebat,Love
Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Produk Original.,Happy
"barang tidak sesuai, harus sampai 16, yang tersedia hanya 4 liter, sangat kecewa",Sadness
brg sesuai pic.....kurir sll yg terbaik sudah langganan????,Love
respon cepatnya sangat memuaskan,Love
"Sori to say, review jujur ini bikin kecewa pelanggan sih. Barang habis tapi tidak dikonfirmasi dulu sblm dikirim. Min, mon maap kan ada teknologi chat di aplikasi ya, knp kok ngga konfirmasi dulu di chat? Saya sudah terlanjur klik pesanan selesai, tidak bisa ajukan pengembalian dana. Pembeli yg lain silakan dicermati kalau mau beli disini ya, hati2. Makasih.",Sadness
"Tidak layak packing nya. bubblenya banyak yang kempes, sepertinya bekas pakai.",Anger
"mantap proses pengemasan dan pengirimannya cepat, produknya juga nyaman bahannya...",Happy
"Overall puas, cuman sayang salah kirim warna",Happy
Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,Anger
"klik klaim hadiah 0 rupiah dari Tokopedia tapi seminggu tidak terkirim padahal stok masih ada, yang jelas masih tersedia di ijo bar.Dicek sudah terkirim dan ada nomor resi tapi tidak valid, entah kesalahan penjual atau pihak ekspedisi mengecewakan pelanggan baru yang baru bergabung dengan Tokopedia.Semoga kedepannya tidak terjadi lagi.",Fear
"memesan ini tetapi kehabisan stok, kecewa",Sadness
"Kecewa dengan toko resmi ini, entah kenapa pesanan pertama tidak terkonfirmasi hingga dibatalkan oleh sistem, karena pesanan kedua tidak direspon sama sekali karena saya disuruh pesan lagi dari toko dan baru dikonfirmasi dan baru terkirim hingga tersisa 10 menit lagi sistem membatalkannya, tapi untung karena chat CS Tokopedia, akhirnya barang terkirim di detik-detik terakhir, tak hanya itu saja, parahnya barang hanya diambil oleh kurir ditanggal 5 dan kurir jemput barang lebih dari 2 hari, proses pengiriman lambat. berbalik padahal sudah lewat depan rumah, paket sampai jam 9 jam 9 malam",Sadness
"sial.. gak ada wangi wangi nya sama sekali, gak ada sama sekali biji kopinya, GAK SESUAI JUDUL 100% BIJI KOPI. kecewa banget pantesan murah kita cuma dikasih sampah. penipu..",Anger
"Puas Banget ?????????? Barang sesuai harapan, kualitas bahan bagus dan Kokoh..Response penjual sangat baik (cepat) ..Terima kasih banyak Gan????????????Sukses selalu ya..",Happy
bagus sesuai pesanan Joss,Love
"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Fear
"tiba-tiba habis padahal barang belum sampai sama sekali, itu penipuan",Anger
Kualitas cetakan buku kurang baik,Sadness
"Barang sangat berkualitas sebanding dg harga, kelengkapan banyak, sudah dapat tas, panduan yg jelas dan buku moderator tebal. Box kartu juga tebal. Mantappl",Happy
Kualitas produk diragukan dan sudah komplain tapi jawaban kurang membantu,Sadness
"Mengapa tempenya hancur?Saya dikasih sisa tempe utuh, tapi saya sedikit kecewa, tapi saya bayar di sini",Sadness
saya memo imboost kids syrup tp yg dikirim tablet mencucut pengiriman juga sangat lena very negative service,Anger
"Nanti jadi langganan, harga terjangkau, pengiriman juga oke",Love
sangat senang memiliki layanan rumah,Love
Teksturnya keras. Hasilnya tebal. Gampang dipakai. Gampang dibawa-bawa. Packaging aman ??. Proses pesanan cepat.,Happy
pipetnya tidak terkirim,Fear
ini seller ngeyel bgt kangmas 3x belanjanya thermal 100x150 dgn beratnya 900gr paha belalang roll mungkin ini dpt 12 roll berat 600gr diminta cak kembali byk x pasal jelas ini depresiasi bobot atao isi silahkan kalian yg srg belanja memantau aja jualan kgk usa bgitunya,Anger
"enak, isiannya banyak, sausnya mantap",Happy
"trima kasih yah, berfungsi dgn sangat baik. Produk nyaman & mudah dipakai. Packing aman ??. Kualitas bahan tinggi ??. Dijamin Termurah.",Love
"Pelayanan cepat, barang sesuai dan service bagus",Happy
"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. Sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? Udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. Tp dulu pas beli di bali jg ga masukin kulkas sih... FYI aja buat temen2 yg mo beli yah",Fear
"Ok banget, beli 2 skaligus, barang baguss banget",Happy
Kulit jadi cerah. Cepat meresap. Cocok di kulit kombinasi. Cocok di kulit berminyak. Kemasannya lucu ??. Penjualnya ramah banget. Cocok di kulit normal. Proses pesanan cepat. Cocok di kulit kering. Respon penjualnya top. Cocok di kulit berminyak. Packaging rapi. Packaging aman ??.,Love
"Pesan 11, yang datang cuma 6, sedih banget, not recomended",Sadness
pengiriman cepat...tp kurang teliti saat dikirim...Macro Lensnya tidak ada..saya cuma dapet fish eye sama wide angle... :( padahal macro lens yg saya mau..Mohon dicek dulu seblm dikirim..agak kecewa..,Sadness
"pengemasannya memakan waktu hampir 2 minggu karena kelebihan muatan, 2 minggu, 2 minggu",Anger
"kondisi barang agak kotor, sulit dibersihkan",Fear
"Sepertinya kali ini berlaku prinsip harga sesuai kualitas. Waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas. Lanjut kemudian tiang penyangga bagian tengah lepas. Lanjut penghubung tiang tidak bisa dicantolin. Saya coba, masih biaa di pake. Ada sedikit harapan, Tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape. Jadi totally ga bisa di pake. Yahhh anggap aja hitung2 amal deh. Pengalaman aja. Untuk tokonya no comment sih, krn ga komunikasi lebih.",Fear
"yang bener aja dong, saya beli susu masa kemasannya kaya gini...bener2 kecewa, sudah mah ya lama dtgnya pas di open box kok hancur gini..",Anger
"Alhamdulillah terimkasih seller, Tas nya bagus bnget anak saya suka dan langsung dipakai sekolah. Seller ramah dan proses pengirimanya cepat bikin puas pembeli. saya doakan sukses selalu untuk usahanya semoga semakin maju.",Love
"Saat kotak diterima, sudah dibuka, ada 1 botol yang tidak ada penutupnya",Fear
"suara bising seperti saat cari channel radio dan keluar sedikit, sangat mengganggu padahal dalam mode bluetooth untuk mendengarkan musik, membuat telinga sakit",Sadness
"Kok setelah pakai efeknya tdk seperti sy pakai Flimty sebelumnya.,,gak tahu ini bukan asli atau kenapa.,,kalau bisa di jawab alasannya knp bisa begitu",Fear
keduanya gila,Anger
"Hati-hati belanja disini, kalau mendapat unit cacat nanti disuruh komplain, tapi kalau mau ditukar, pihak toko sendiri yang menyatakan tidak bisa ditukar dengan toko resmi palsu.Tidak jelas apa solusinya.",Fear
"Barang udah sampai, tapi kondisinya sobek",Sadness
rasanya tidak ada gunanya,Fear
"Wah alhamdulillah sampai dengan aman bubble wrap tebal banget. Suka sama modelnya kelihatan mevvah banget. Juara seller,.",Happy
barangnya tidak ada di kemasan,Anger
kardusnya penyot packingnya kurang aman lanjut katanya dpat gratis 10pc masker padahl gak terdapat,Anger
Diterima dengan baik dalam bungkusan yang rapi. Sekarang jadi strap masker favorit,Happy
"Paket cepat sampai dan terbungkus rapih dengan bubble. Terima Kasih Toped, Kurir dan SellerKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.",Love
belanja ke dua kalinya barang ori packing nomor wahid aman mapan gan,Love
"Berat, ngga tajam, buat potong daun aja ngga bisa,",Sadness
"Recomended seller untuk penjual sesuai pesanan, markotop",Love
bli 2 cuma 1 yang nyala jadi kecewa,Sadness
buku udah pasti original dan sangat bagus dengan pengemasan super aman hanya saja pengirimannya lambat,Happy
pesan 50pc dikirim 25pc padahal bayar 50pc?? sangat kecewa,Anger
"Saya pesan meo, jelas2 tuna in jelly karena kucing saya sukanya itu.. dikirimnya tuna? bisa baca gak ya!!.. trus mau diapain doank??.. buang??.. kalau pesan harus sesuai doank.. barang kamu kosong?? Bilang!!! Jangan main ganti sembarangan?",Anger
perbaikan packing buku sampai sudah penyok,Anger
"dikirim tidak sesuai pesanan, proses lama sekali.",Fear
mantappppp. recommended keyboard ma mousenya ????????????,Love
bagus bajunya buat sehari hari anak,Happy
wanginya enak bangeettttt!,Love
Kesekian kali beli disini mantap,Love
"HArga terjangkau. Rekomended. warna sesuai. pengiriman cepat cm 2hari sampe fast respon dr seller, kondisi barang utuh bagus warna nya cantikk banget kurirnya jg baik.. nelp smpe 4x mastiin alamatnya... tq seller fotonya gada.. adanya video. jdi aku ss dr video..",Love
Suka produknya abbott indonesiaPackingan bagus,Happy
pas untuk ukuran kaki 46 juga. bahan sesuai dengan harga. dan cukup tebal,Happy
tipis.kecil,Sadness
"Gepuknya kurang segar, rasanya kurang enak dan 3 hari kemudian berjamur, sayang sekali, padahal saya beli banyak, saya buang semua.",Sadness
barang tidak sesuai no ya besar tp nyatanya kecil,Fear
"penjual ok, barang nya bagus, dan kurirnya pun juara. mantap deh. sukses terus ya kaaa",Love
"pengiriman cepat, barangnya oke ?? Sesuai Deskripsi. terimakasih.",Happy
Packaging aman ??. Packaging rapi. Proses pesanan cepat. Barangnya original ??.,Happy
tidak bisa menyalakannya,Sadness
"packing tidak rapih.. balon foil kusut, tidak dilipat, hanya dikuntal-kuntal dimasukkan kedalam plastik.. kalau yg size kecil masih oke.. tp yg size besar jadi pada lecek dan kusut.. padahal dari awal chat saya udah bilang buat dijual lg... kalau sudah lecek begini gak mungkin saya kasih ke orang.",Anger
tipis bgt kyk stocking??,Sadness
Bagus kabelnya cepet buat ngecas jozz,Happy
"Produk dengan harga terjangkau, kualitas sangat baik, admin sangat ramah dan tanggap, sempat ada kendala dalam pengiriman tapi saya tetap tidak mau repot mencoba pengiriman lain agar barang tetap sampai di rumah pembeli, kemasan juga sangat aman, terima kasih banyak",Love
"pengiriman cepat, buku sampai dengan selamat, keadaan buku baik baik saja, buku tidak ada cacat dan kekurangan",Happy
"Tongkatnya sudah sampai dan kondisi tongkatnya kurang oke, kenapa penjualnya tidak mengecek lalu meminta tukar tapi tidak mau bertanggung jawab ongkirnya 5050, penjualnya tidak mau merugi ya, tidak mau mengeluarkan uang tambahan untuk ongkos kirim kesana-kemari, tukarkan tongkatnya, semoga kedepannya lebih baik lagi.",Fear
1 pengiriman cepat 2 penjual responsif 3 barang bagus 4 grip mantap 5 bahan plastik walaupun nyaman digenggam 6 adjuster juga berfungsi dengan baik 7 harga murah banget 8 puas beli ini,Love
dijamin termurah tapi buka pasaran kualitas bahan mantap berfungsi dengan hasan,Love
"gagal, produk baut tidak pas pada tempat pengisian, tidak pas, tidak berfungsi, dan mubazir dalam penggunaan",Fear
Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,Sadness
