Customer Review,Emotion,text_clean
"Produk sesuai deskripsi??. Berfungsi dengan baik. dapet stiker jg,thx yaa",Happy,produk sesuai deskripsi berfungsi dengan baik dapet stiker jgthx yaa
harganya murah kualitas barangnya keren abis..gak nyesel dah belinya,Happy,harganya murah kualitas barangnya keren abisgak nyesel dah belinya
"produk mantap, Produk sesuai deskripsi??. Variasi produk beragam.",Happy,produk mantap produk sesuai deskripsi variasi produk beragam
gantungan kuncinya bagus,Happy,gantungan kuncinya bagus
"mantap, sesuai pesanan, pengantaran cepatProduk sesuai deskripsi??.",Happy,mantap sesuai pesanan pengantaran cepatproduk sesuai deskripsi
"Produk sesuai deskripsi??. Kualitas produk bagus, karetnya tebal, buatannya rapi & halus. thanks seller for flash sale.",Happy,produk sesuai deskripsi kualitas produk bagus karetnya tebal buatannya rapi halus thanks seller for flash sale
"produk oke, sesuai dengan foto dan keterangan",Happy,produk oke sesuai dengan foto dan keterangan
barang bagus dan pengiriman cepat,Happy,barang bagus dan pengiriman cepat
Terima kasih Kak...paketnya cepat sampai dan kondisinya bagus. semogq makin sukses ya Kak...,Happy,terima kasih kakpaketnya cepat sampai dan kondisinya bagus semogq makin sukses ya kak
barang sesuai pesanan paking standar bagus pengiriman cepat sampai TKS gan,Happy,barang sesuai pesanan paking standar bagus pengiriman cepat sampai tks gan
produk sesuai deskripsi dan pengirimannya cepat,Happy,produk sesuai deskripsi dan pengirimannya cepat
"respon cepat, pengiriman cepat, produk bagus. thanks!",Happy,respon cepat pengiriman cepat produk bagus thanks
"barang sesuai, packing aman, pengiriman dan pengemasan cepat, blm dicoba, semoga cocok",Happy,barang sesuai packing aman pengiriman dan pengemasan cepat blm dicoba semoga cocok
"barang ok, sesuai pesanan, pengiriman ok",Happy,barang ok sesuai pesanan pengiriman ok
"Pengiriman cepat, packing aman ,suka sm produknya,trimakasih",Happy,pengiriman cepat packing aman suka sm produknyatrimakasih
"kualitas bagus, kiriman cepat, hargnya murah",Happy,kualitas bagus kiriman cepat hargnya murah
barang sesuai permintaan n kedatangan sesuai estimasi,Happy,barang sesuai permintaan n kedatangan sesuai estimasi
barang bagus dan layanan bagus,Happy,barang bagus dan layanan bagus
"Sudah sampai kak. okey barangnya , warna bagus , kualitas bagus dan tidak berbau , anti slip juga kayak nya . Thanks lah ya.. :)",Happy,sudah sampai kak okey barangnya warna bagus kualitas bagus dan tidak berbau anti slip juga kayak nya thanks lah ya
bagus sesuai deskripsi,Happy,bagus sesuai deskripsi
"Respon dan pengiriman cepat, prduk ok, harga juga relatif murah? thx ya",Happy,respon dan pengiriman cepat prduk ok harga juga relatif murah thx ya
"cepet bgt sampai, packing termat sangat aman dan TDK bocor, bubble wrap tebellll sekali, blm dicoba semoga bermanfaat dengan baik",Happy,cepet bgt sampai packing termat sangat aman dan tdk bocor bubble wrap tebellll sekali blm dicoba semoga bermanfaat dengan baik
"dikirimnya cepat dan super duper rapih ,terima kasih",Happy,dikirimnya cepat dan super duper rapih terima kasih
"Packing sangat baik. Buble warp sangat tebal. Pengemasan cepat, pengiriman kurir standar. Produk masih segel. Exp msh lama. Terima kasih.",Happy,packing sangat baik buble warp sangat tebal pengemasan cepat pengiriman kurir standar produk masih segel exp msh lama terima kasih
"terima kasih, produk telah diterima dengan baik. pengiriman cepat, packaging baik.",Happy,terima kasih produk telah diterima dengan baik pengiriman cepat packaging baik
"produknya ok sangat bermanfaat utk mrnjaga dan merawat kebersihan anabul, sudah langganan beli .. terimakasih seller",Happy,produknya ok sangat bermanfaat utk mrnjaga dan merawat kebersihan anabul sudah langganan beli terimakasih seller
"Respon seller dan pengiriman cepat, paket aman, produk baru dicoba dan blm bener? tau efektif atau ngga, botol aman gak bocor dan sprayernya bagus. Thanks a lot seller!",Happy,respon seller dan pengiriman cepat paket aman produk baru dicoba dan blm bener tau efektif atau ngga botol aman gak bocor dan sprayernya bagus thanks a lot seller
barang cepat sampai dlm keadaan baik,Happy,barang cepat sampai dlm keadaan baik
"Selalu puas belanja disini, udah ketiga kalinya beli disini. Pengiriman cepat, respon cepat.",Happy,selalu puas belanja disini udah ketiga kalinya beli disini pengiriman cepat respon cepat
"Pengiriman cepat, barang aman..tidak bocor, seller fast respons",Happy,pengiriman cepat barang amantidak bocor seller fast respons
"Desinfektan yg baguss seperti ulasan videonya, respon penjual baik dan cepat, pengiriman cepat.. thank you Seller ??",Happy,desinfektan yg baguss seperti ulasan videonya respon penjual baik dan cepat pengiriman cepat thank you seller
mantap...wangi...udah beli beberapa kali. Aman juga untuk hewan...,Happy,mantapwangiudah beli beberapa kali aman juga untuk hewan
"Barang sudah sampai dan ikannya masih sehat dan selamat,makasih",Happy,barang sudah sampai dan ikannya masih sehat dan selamatmakasih
mendarat dgn selamat dan ikannya bagus,Happy,mendarat dgn selamat dan ikannya bagus
"Kondisi ikan cupang sehat, dan dipacking dengan rapi dan apik.",Happy,kondisi ikan cupang sehat dan dipacking dengan rapi dan apik
"Recommended!. Barang sesuai, seller gercep, pengemasan mantap banget",Happy,recommended barang sesuai seller gercep pengemasan mantap banget
"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",Happy,proses cepat pengiriman cepat packaging sangat aman barang terjamin tdk ada bocor
Harga murah deh. Packing aman banget dilapisi bubble wrap yang sangat tebal juga dus yang tebal.,Happy,harga murah deh packing aman banget dilapisi bubble wrap yang sangat tebal juga dus yang tebal
"pengiriman cepet banget, packing aman banget.. pokoknya mantab",Happy,pengiriman cepet banget packing aman banget pokoknya mantab
"Muantaap tepat waktu, packing memuaskan tks.??",Happy,muantaap tepat waktu packing memuaskan tks
"Barangnya ternyata berkualitas walaupun harganya cukup miring - warnanya pun bagus, gak kelihatan kayak barang murah - puassss",Happy,barangnya ternyata berkualitas walaupun harganya cukup miring warnanya pun bagus gak kelihatan kayak barang murah puassss
"Seller komunikatif, produk Bahannya bagus, warnanya jg keren, pengiriman tepat waktu, instalasi mudah. Packaging sangat aman box dan dikasih buble wrap. Thanks jg bonusnya.",Happy,seller komunikatif produk bahannya bagus warnanya jg keren pengiriman tepat waktu instalasi mudah packaging sangat aman box dan dikasih buble wrap thanks jg bonusnya
packing sangat aman..ada kardus dan bubble jadi barang sampai dengan selamat..dikasih bonus tempat mkn pula..makasiihhhhhh,Happy,packing sangat amanada kardus dan bubble jadi barang sampai dengan selamatdikasih bonus tempat mkn pulamakasiihhhhhh
"Barang oke, packaging juga aman.... mantap lah",Happy,barang oke packaging juga aman mantap lah
"Pembelian keranjang kargo kucing ke 3, ga pernah ga puas beli di sini, harga terbaik, seller fast response dan packing nya juara.. aman banget pake kardus segala.. badabest lah, dapet bonus pula",Happy,pembelian keranjang kargo kucing ke 3 ga pernah ga puas beli di sini harga terbaik seller fast response dan packing nya juara aman banget pake kardus segala badabest lah dapet bonus pula
produknya bagus. sesuai dengan harapan,Happy,produknya bagus sesuai dengan harapan
Barangnya oke dan harganya jg terjangkau. Packingnya rapi bgt. jempolan sellernya,Happy,barangnya oke dan harganya jg terjangkau packingnya rapi bgt jempolan sellernya
"harga ok, pengiriman cepat, packing aman",Happy,harga ok pengiriman cepat packing aman
"Barang sesuai deskripsi, cepat sampai",Happy,barang sesuai deskripsi cepat sampai
"barang bagus, packing rapi dan sesuai",Happy,barang bagus packing rapi dan sesuai
"Pengiriman cepat, packing aman, respon penjual baik harga oke lg promo. Terima kasih",Happy,pengiriman cepat packing aman respon penjual baik harga oke lg promo terima kasih
Barang diterima dalam keadaan baik,Happy,barang diterima dalam keadaan baik
"kemasan ok, aman bgt. isi sangat banyak. produknya nyaman dipakai",Happy,kemasan ok aman bgt isi sangat banyak produknya nyaman dipakai
Sudah sesuai dengan pesanan,Happy,sudah sesuai dengan pesanan
sesuai dengan pesann dan barang cepet sampai sesuai pilihan pengiriman,Happy,sesuai dengan pesann dan barang cepet sampai sesuai pilihan pengiriman
"transaksi COD gampang, kirimnya cepat sampe, packingnya rapih, smoga produknya cocok nih.",Happy,transaksi cod gampang kirimnya cepat sampe packingnya rapih smoga produknya cocok nih
"barang sudah sampai, dipacking dengan aman dan dpt hrga promo lg, thanks seller",Happy,barang sudah sampai dipacking dengan aman dan dpt hrga promo lg thanks seller
"Mantab, murah dan berkualitas",Happy,mantab murah dan berkualitas
"sdh diterima dg baik,tdk ada yg bocor. pengiriman cepat",Happy,sdh diterima dg baiktdk ada yg bocor pengiriman cepat
"produk asli, murah, pengiriman cepat. abang kurir nya jg baik bgt, jagain bener paketnya smp masukin tas biar ga basah kena hujan.diantr malem2 smbl minta maaf..duhh murah rejekinya ya",Happy,produk asli murah pengiriman cepat abang kurir nya jg baik bgt jagain bener paketnya smp masukin tas biar ga basah kena hujandiantr malem2 smbl minta maafduhh murah rejekinya ya
"packing rapi dan aman, pengiriman cepat, produk sesuai pesanan. makasih buat bonusnya",Happy,packing rapi dan aman pengiriman cepat produk sesuai pesanan makasih buat bonusnya
Terimakasih paketnya sudah saya terima.... sukses terus ya,Happy,terimakasih paketnya sudah saya terima sukses terus ya
"respon cepat,packing aman,banyak bonus nya.pemesanan yg ke 2x nya.trims agan sukses selalu",Happy,respon cepatpacking amanbanyak bonus nyapemesanan yg ke 2x nyatrims agan sukses selalu
Sudah diterima dalam keadaan lengkap dan ada bonusnya juga. Terima kasih seller,Happy,sudah diterima dalam keadaan lengkap dan ada bonusnya juga terima kasih seller
"Paket cepat datang, packing aman sekali, dapet bonus hair masker wanginya enak banget. Thank you loreal",Happy,paket cepat datang packing aman sekali dapet bonus hair masker wanginya enak banget thank you loreal
repurchase ke 3 sangat puas dengan barang dan respon seller nya udah gitu selalu dapat bonus terima kasih,Happy,repurchase ke 3 sangat puas dengan barang dan respon seller nya udah gitu selalu dapat bonus terima kasih
Terbukti menumbuhkan rambut?beli yg ke-2 kalinya ini.,Happy,terbukti menumbuhkan rambutbeli yg ke2 kalinya ini
Dapat sama seperti foto pembeli lain. Serumnya dipakai dingin tidak panas.,Happy,dapat sama seperti foto pembeli lain serumnya dipakai dingin tidak panas
"paket sampai super cepat. barang ori dari official.shop gitu lho. baru akan digunakan hari ini. kalo ada hasilnya, aku pesan lagi.",Happy,paket sampai super cepat barang ori dari officialshop gitu lho baru akan digunakan hari ini kalo ada hasilnya aku pesan lagi
barangnya sesuai deskripsi...semoga berhasil byee bye .rambut rontok. Respon bagus dr reseller. GOOD .,Happy,barangnya sesuai deskripsisemoga berhasil byee bye rambut rontok respon bagus dr reseller good
"terima kasih paket sdh diterima dengan baik, terima kasih juga diberi voucer,",Happy,terima kasih paket sdh diterima dengan baik terima kasih juga diberi voucer
"Packing bagus, puass",Happy,packing bagus puass
"Respond cepat, packing aman, barang sesuai deskripsi, recommended",Happy,respond cepat packing aman barang sesuai deskripsi recommended
Barang sudah diterima dengan baik. Tidak ada yang bocor/tumpah. Diwrapping bubble dengan aman,Happy,barang sudah diterima dengan baik tidak ada yang bocortumpah diwrapping bubble dengan aman
Bagus. Rambut jadi lembut...,Happy,bagus rambut jadi lembut
penjual cepat tanggap. barang cepat sampainya. terima kasih,Happy,penjual cepat tanggap barang cepat sampainya terima kasih
"barang sesuai gambar dan original,penjual responsif,barang cepat sampai.",Happy,barang sesuai gambar dan originalpenjual responsifbarang cepat sampai
"Bagus, sesuai ekspektasi.",Happy,bagus sesuai ekspektasi
"Respond cepat, packaging rapih, semoga efeknya cepat bermanfaat di rambut.",Happy,respond cepat packaging rapih semoga efeknya cepat bermanfaat di rambut
mantap barangnya,Happy,mantap barangnya
udah 2x order di sini dengan produk yang sama... recommended seller...,Happy,udah 2x order di sini dengan produk yang sama recommended seller
"Respon pengiriman cepat, produk ori dan expired masih lama. Semoga berhasil mengatasi rambut rontok dan tipis. Awet juga untuk pemakaiannya",Happy,respon pengiriman cepat produk ori dan expired masih lama semoga berhasil mengatasi rambut rontok dan tipis awet juga untuk pemakaiannya
Barang original mantapp,Happy,barang original mantapp
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Happy,produk asli original suplemen bagus tanpa efek samping semoga segera berproses utk menambah pigmen rambut tks
"hasil pemakaian sebulan, rambut terasa halus, tebal, hitam, rontok berkurang..untuk uban belum terlihat hasilnya..lanjut order botol ke 2",Happy,hasil pemakaian sebulan rambut terasa halus tebal hitam rontok berkuranguntuk uban belum terlihat hasilnyalanjut order botol ke 2
mantabsss .. barang ori .. rambut makin subur dan sudah agak kelihatan warna hitam nya,Happy,mantabsss barang ori rambut makin subur dan sudah agak kelihatan warna hitam nya
Mantap sesuai deskripsi. Terimakasih,Happy,mantap sesuai deskripsi terimakasih
sesuai order n deskripsi,Happy,sesuai order n deskripsi
"balonnya cakep, gampang ditiup juga thx seller",Happy,balonnya cakep gampang ditiup juga thx seller
pesanan sdh mendarat..kualitas barang bagus...pengiriman cepat,Happy,pesanan sdh mendaratkualitas barang baguspengiriman cepat
terimakasih,Happy,terimakasih
bagus . packing aman,Happy,bagus packing aman
"Bagus kotaknya, harga nya murah.. Pengiriman cepet...",Happy,bagus kotaknya harga nya murah pengiriman cepet
Barang yg di pesan sesuai dan packing rapi,Happy,barang yg di pesan sesuai dan packing rapi
"bagus, bisa nempel di kayu",Happy,bagus bisa nempel di kayu
"Barang ori, harga murah, seller fast response, ramah, dan barang cepat sampai.",Happy,barang ori harga murah seller fast response ramah dan barang cepat sampai
"Pengiriman cepat, packing aman, barang bagus sesuai deskripsi, terimakasih",Happy,pengiriman cepat packing aman barang bagus sesuai deskripsi terimakasih
Barang diterima sesuai pesanan,Happy,barang diterima sesuai pesanan
"produk sesuai deskripsi, seller ramah & barang langsung dikirim",Happy,produk sesuai deskripsi seller ramah barang langsung dikirim
"thx Gan,barang sampai dengan selamat",Happy,thx ganbarang sampai dengan selamat
barang sesuai pesanan,Happy,barang sesuai pesanan
Pengiriman tepat waktu. Kondisi paket dan barang diterima dalam kondisi baik. Sudah dicoba dan berfungsi dengan baik. Terima kasih & Sukses selalu.,Happy,pengiriman tepat waktu kondisi paket dan barang diterima dalam kondisi baik sudah dicoba dan berfungsi dengan baik terima kasih sukses selalu
sdah sampai.. brang normal sesuai deskripsi.. pengiriman cepat..,Happy,sdah sampai brang normal sesuai deskripsi pengiriman cepat
mantap barang nyaa aman alhamdulillah,Happy,mantap barang nyaa aman alhamdulillah
bagus dan puas,Happy,bagus dan puas
bagus reseller gercep bgt,Happy,bagus reseller gercep bgt
Pengiriman cepat dan barang diterima dalam kondisi baik,Happy,pengiriman cepat dan barang diterima dalam kondisi baik
